task,model_name,target_day,business_day,ds,hour_business,period,y_pred,y_true,age_days,day_gate
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 12:00:00,12,9_16,377.3277,396.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 13:00:00,13,9_16,288.3639,329.15,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 14:00:00,14,9_16,288.25757,324.175,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 16:00:00,16,9_16,391.73303,405.75,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 18:00:00,18,17_24,489.89432,480.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 17:00:00,17,17_24,454.62744,491.44,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 19:00:00,19,17_24,456.48965,478.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 20:00:00,20,17_24,444.85028,433.72,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 21:00:00,21,17_24,426.5869,426.32,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 22:00:00,22,17_24,414.28748,400.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 23:00:00,23,17_24,381.57245,402.5,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-27 00:00:00,24,17_24,364.01,403.0,29,0.3137931034482759
dayahead,timesfm,2026-01-26,2026-01-26,2026-01-26 08:00:00,8,1_8,502.04935,464.238,29,0.3137931034482759
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 06:00:00,6,1_8,370.0064848325581,355.0,28,0.3275862068965517
dayahead,timemixer,2026-01-27,2026-01-27,2026-01-27 11:00:00,11,9_16,64.82661437988281,197.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 01:00:00,1,1_8,373.2658818580717,367.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 02:00:00,2,1_8,375.5066304618744,355.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 03:00:00,3,1_8,373.0926825436802,368.62,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 04:00:00,4,1_8,373.0926825436802,374.82,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 05:00:00,5,1_8,373.0926825436802,355.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 10:00:00,10,9_16,244.2316874851592,300.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 15:00:00,15,9_16,213.4169678204356,158.0,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 08:00:00,8,1_8,391.091840570185,391.288,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 11:00:00,11,9_16,129.63209528686735,197.5,28,0.3275862068965517
dayahead,lightgbm,2026-01-27,2026-01-27,2026-01-27 12:00:00,12,9_16,121.39347220307452,0.0,28,0.3275862068965517
